burutzapen,"1  iz. idea, ocurrencia // 2  iz. consumación, consecución"
burutzia egin,"(Ipar.) (batez ere ezezko testuinguruetan) aguantar, soportar, sobrellevar, hacer frente"
buruz behera,"1 cabeza abajo; de bruces // 2 cabizbajo, -a"
buruz belarri egin,hacerse el sueco
buruz buru,"1 frente a frente, cara a cara, cuerpo a cuerpo; mano a mano // 2 de cabo a rabo, de un lado al otro // 3 a la par, a un tiempo"
buruz buru egin,(BN/L) encontrarse cara a cara; chocar
buruz gain egin,"[egoerak norbait gainditu] exceder, sobrepasar, superar"
buruz gorako aizkolketa,trabajo en balde
buruz jakin,saber de memoria
buruzagi,"1  iz. jefe, -a, dirigente, caudillo, superior, -a, director, -a, líder; patrono, -a, amo // 2  izond. principal, capital"
buruzagigo,"iz. (Ipar.) jefatura, mando, poder"
buruzagiorde,"iz. subjefe, -a"
buruzagitasun,"iz. (Ipar.) jefatura, mando"
buruzagitza,"iz. jefatura, mando; caudillaje"
buruzagixka,"iz. (gutxiesgarria) caudillo, cabecilla, jefecillo, -a"
buruzale,izond. egoísta
buruzalekeria,egoísmo
buruzaletasun,"iz. amor propio, empeño"
buruzuri,"1  izond. cano, -a, de pelo blanco // 2  izond. [egun, astegun, astelehen, astearte, asteazken] simple día laborable/laboral, simple día de labor"
busti,"1  izond. mojado, -a; húmedo, -a // 2  izond. (Hizkl.) palatal // 3  iz. humedad, sitio mojado, líquido"
busti ala lehorka,cara o cruz
busti-busti egin,"calar(se), empapar(se); calarse/empaparse/mojarse hasta los huesos"
"busti, busti, bustitzen","1  da/du ad. mojar(se), humedecer(se), bañar(se), empapar(se); rociar(se), regar // 2  da/du ad. untar // 3  da/du ad. (lgart.) celebrar con bebida, beber, mojar, remojar // 4  da/du ad. corromper; sobornar // 5  da/du ad. (Hizkl.) [fonemak...] palatalizar(se), hacerse palatal // 6  da ad. (Heg.) (lgart.) comprometerse, implicarse, involucrarse; mojarse el culo (col.)"
bustialdi,"1  iz. mojadura, mojada, remojón // 2  iz. baño"
bustidura,1 iz. humedad // 2 iz. (Hizkl.) palatalización
bustiezin,"impermeable, que no se moja"
bustigune,iz. (Ekol.) humedal; zona húmeda
bustikoi,1  iz. (E) estropajo // 2  iz. (E) paño de cocina
bustitasun,iz. humedad
bustite,iz. época/temporada de lluvias
bustitzaile,"izond. que moja; sobornador, -a"
buxadura,iz. obstrucción; atasco
buztan,cola
buztandun,adj. que tiene cola/rabo
buztankada,iz. coletazo
buztingile,"iz. alfarero, -a, cantarero, -a"
buztingintza,iz. alfarería
buztinlari,"iz. alfarero, -a, cantarero, -a, barrero, -a"
buztintsu,"izond. arcilloso, -a"
caboverdetar,"adj./iz. caboverdiano, -a"
cante jondo,iz. cante jondo
cardan giltzadura,(Teknol.) junta cardán
cedi,iz. cedi [unidad monetaria]
charter hegaldi,"vuelo chárter, chárter"
dabeta korrokoi,(Zool.) galupe (Liza aurata)
dado faltsu,dado falso
dagakada,iz. dagazo
dagoen-dagoenean; dauden-daudenean; zegoen-zegoenean,"sin cambios, tal y como está; literalmente"
dagoeneko,ya
dagokion ordua + laurden gutxi(ago),(la hora correspondiente +) menos cuarto
dagonil,iz. agosto ➥ abuztu
dailari,"iz. (Ipar.) segador, -a"
damaskinatugintza,iz. damasquinado [arte o fabricación]
damnazio,"iz. (zah.) condenación, condena"
damorrigarri,"izond. melancólico, -a"
damu egin,"perjudicar, causar daño; ofender"
damu izan,"1  da ad./ du ad./ zaio ad. (geroaldian damuko erabil daiteke) arrepentirse, apenar(se), lamentar(se) // 2 (singularreko 3. pertsonaren adizkiez) ser lamentable, ser una pena"
damubide,iz. medio o motivo de arrepentimiento
damugabe,iz./izond. (Erl.) impenitente
damugabetasun,iz. (Erl.) impenitencia
damugarri,"1  iz./izond. lamentable, penoso, -a; doloroso, -a // 2  izond. (Ipar.) perjudicial, dañoso, -a"
damukizun,iz. motivo de arrepentimiento
damurik,"adb. (batez ere Ipar.) desgraciadamente, por desgracia"
damutasun,"iz. arrepentimiento, pesar"
"damutu, damu(tu), damutzen","1  da ad./ zaio ad. arrepentirse; entristecer(se); apesadumbrar(se) // 2  zaio ad. ser perjudicial; ser ofensivo, ser causa de enojo"
damutze,iz. arrepentimiento
damuz,"adb. desgraciadamente, por desgracia"
damuzko,"izlag. de tristeza, de arrepentimiento"
damuztagarri,"izond. (Ipar.) injurioso, -a, ofensivo, -a"
"damuztatu, damuzta, damuztatzen","1  du ad. (Ipar.) (zah.) apenar, causar pena // 2  du ad. (Ipar.) (zah.) ofender, injuriar"
danbateko,"iz. golpe fuerte; ruido, estruendo"
danbolintero,"iz. (herr.) tamborilero, -a"
daniar handi,(Zool.) gran danés
dantzagarri,"izond. bailable, que se puede bailar"
dantzaldi,iz. sesión de baile; baile
dantzaleku,"iz. lugar de baile; local de baile; discoteca, sala de fiestas"
dantzatoki,iz. lugar de baile; local de baile; discoteca
dantzazale,"iz./izond. aficionado, -a al baile; aficionado, -a a la danza"
dar-dar egin,temblar
dardaragailu,iz. (Eraik.) vibrador
dardaragarri,"izond. lo que hace temblar; lo que hace vibrar; estremecedor, -a"
dardaraka,adb. temblando
dardaraketa,iz. (Eraik.) vibrado
dardarakor,"izond. tembloroso, -a"
dardaraldi,iz. momento de temblor/tembleque; momento de vibración
dardaratsu,"1 izond. tembloroso, -a // 2 izond. vibrante"
"dardaratu, dardara(tu), dardaratzen","1  da ad. temblar, tiritar; vibrar; agitar(se), estremecer(se) // 2  du ad. hacer vibrar; hacer temblar // 3  du ad. (Eraik.) llevar a cabo un vibrado"
dartadi,iz. jaral de árboles jóvenes
darte,"1 iz. (GN/Z) bosque bajo, jaral // 2 iz. (GN/Z) retoño de árbol; árbol joven; árbol mediano // 3 iz. (GN/Z) maleza"
dastagarri,"1  iz. que se puede degustar/probar/saborear // 2  iz. [zaporea] sabor // 3  adj. [zaporetsua] sabroso, -a, apetecible"
dastaleku,iz. (establecimiento de) degustación
dastamen,iz. (sentido del) gusto
"dastatu, dasta(tu), dastatzen","1  du ad. probar, gustar; saborear, degustar, catar // 2  du ad. (hed.) probar, gozar, saborear"
datagailu,iz. fechador
datil-palmondo,"(Bot.) palmera datilera, palma datilera (Phoenix dactylifera)"
datilondo,iz. (Bot.) palmera datilera (Phoenix dactylifera)
datu handi,"(Inform.) (pl.) dato masivo, macrodato"
datutegi,base de datos
deabrudun,"iz. poseído, -a; endemoniado, -a"
deabrukeria,"cosa del diablo, hechicería // diablura, travesura, barrabasada; fechoría"
deabruz egin,"(Ipar.) endemoniado, -a, infernal"
debalde,"1 adb. (GN/Ipar.) en balde, en vano // 2 adb. (Heg.) (lgart.) de balde, gratis"
debekaezin,imposible de prohibir
debekagarri,"1  iz./izond. que puede ser prohibido // 2  iz. que dificulta, que obstaculiza"
"debekatu, debeka, debekatzen","du ad. prohibir, vedar; negar(se), denegar, privar(se); evitar, impedir"
debekatuta,prohibido
debeku,"1  iz. prohibición, veda, interdicción // 2  iz. impedimento, traba, inconveniente"
debeku izan,"estar prohibido, ser ilícito; tener prohibido"
debekua izan hizketan,tartamudear
debekualdi,iz. época de veda
debekuzko,"1  izlag. prohibitorio, -a, prohibitivo, -a // 2  izlag. prohibido, -a, vedado, -a"
deboiladura,1 iz. (Ipar.) trastorno // 2 iz. (Ipar.) ruina
deboilamendu,"iz. (Ipar.) confusión, trastorno"
deboxkeria,vicio; lujuria
deboziotsu,"izond. (zah.) devoto, -a"
deboziozko liburu,(Erl.) devocionario
"deduzitu, deduzi, deduzitzen",du ad. deducir
defendaezin,indefendible
defendagarri,"1  iz./izond. protector, -a, defensor, -a // 2  izond. defendible"
defendatu,"iz. (Zuz.) defendido, -a"
"defendatu, defenda, defendatzen","1  da/du ad. defender(se), guardar(se) de; librar(se) de // 2  du ad. defender, apoyar, interceder // 3  du ad. (Zuz.) defender, abogar"
defentsa egin,(Zuz.) defender
definiezin,indefinible
definigaitz,izond. indefinible; difícil de definir
definigarri,izond. definible
"definitu, defini, definitzen",du ad. definir
definizio,1  iz. [azalpena] definición
defizitario,"izond. deficitario, -a"
deformaezin,indeformable
deformagarri,izond. deformable
"degeneratu, degenera, degeneratzen","da/du ad. (Fis.) (Med.) degenerar, producir(se) una degeneración"
degradaezin,no degradable
degradagarri,izond. degradable
dei egin,llamar
deiadar,"1  iz. grito, clamor // 2  iz. llamada, llamamiento"
deiadar egin,"1 gritar, clamar, dar voces // 2 llamar"
deiadar eman/bota/atera,"clamar, gritar"
deiadarka,"adb. gritando, clamando; llamando (a gritos); a voz en grito"
deiadarka batean,"a grito limpio, gritando"
deiadarrez,"gritando, clamando, llamando, a gritos, a voces"
deialdi,"1  iz. convocatoria, llamada // 2  iz. (Mil.) llamamiento, reemplazo, remplazo"
deigarri,"izond. llamativo, -a"
deigarrri,"llamativo, -a"
deikunde,anunciación
deitoragarri,"1  izond. lamentable, deplorable, lastimoso, -a // 2  izond. digno, -a, de lástima"
"deitoratu, deitora, deitoratzen","1  du ad. lamentar, deplorar // 2  du ad. llorar a un difunto (tanto en cuanto sentimiento de dolor como en cuanto a manifestaciones rituales del mismo)"
deitura,"1 iz. apellido patronímico // 2 iz. denominación, nombre // 3 iz. sobrenombre, apodo // 4 iz. (Erl.) título, advocación"
dekanorde,"iz. vicedecano, -a"
dekantagailu,iz. (Kim.) decantador
dekatloilari,iz. (Kir.) atleta de decatlón
deklarazioa egin,"(Zuz.) prestar declaración, declarar"
deklinabide,iz. (Hizkl.) declinación
deklinaezin,indeclinable
deklinagai,iz. (Hizkl.) elemento (palabra) que toma las desinencias de la declinación
deklinagailu,iz. declinatorio
dekorazio-arte,(batez ere pl.) arte decorativa
delako,"dicho, tal"
deliberamendu,"decisión, determinación"
"deliberatu, delibera, deliberatzen",da/du ad. (Ipar.) decidir
delibero,"iz. (Ipar.) resolución, decisión"
delinkuentzia,iz. delincuencia
delitu egin,delinquir
delitu-egintza,(Zuz.) acto delictivo
delitugile,iz. delincuente
delitugintza,iz. delincuencia
demagun,supongamos
demalari,"iz. quien organiza o participa en las apuestas, pruebas etc.; competidor, -a"
demanda egin,"(B/G) reñir, reprender"
demandan egin,"(B/G) discutir, reñir violentamente"
demarkazio,iz. demarcación
demazale,"1 iz. apostador, -a // 2 iz./izond. competidor, -a"
demoniokeria,"cosa extraña; cosa de brujas, cosa del demonio // barrabasada, barbaridad, disparate"
dena dela,de todas maneras
dena den,"sea lo que fuere, sea lo que sea"
dena ere,(Ipar.) sea cual sea; de cualquier forma; sea como sea; aun así
denbora,"1  iz. [kronologikoa] tiempo // 2  iz. época, temporada, tiempo; tiempo debido/necesario; momento, parte // 3  iz. (batez ere B/GN/Ipar.) [atmosferikoa] tiempo"
denbora egin,matar el tiempo; hacer tiempo
denbora fite iragan zen.,el tiempo transcurrió rápidamente.
denbora fite iragaten da.,el tiempo pasa rápidamente.
denbora-pasagarri,pasatiempo
denbora-tarte,"iz. espacio de tiempo; temporada, época, racha, lapso"
denboragabe,izond. atemporal
denboraldi,"1  iz. espacio de tiempo; temporada // 2  iz. época, estación"
denborarekin,"con el tiempo, con el paso del tiempo"
denboraren poderioz/poderioan,"con el tiempo, con el paso del tiempo"
denborazkanpokotasun,iz. atemporalidad
denborazkotasun,iz. temporalidad
denera,1 a todo // 2 en total
denerako,para todo
denetariko,"de todo género, diferentes, varios"
departamendu,iz. departamento [división administrativa]
deprimigarri,"izond. depresivo, -a"
deribagarri,izond. (Mat.) derivable
derrapatze,iz. derrape
derrepente,"adb. (Heg.) (herr.) de repente, de pronto, súbitamente; ya"
derrepentean,"adb. [bat-batean] de repente, de pronto, súbitamente; ya"
derrigorre(z)ko,"izlag. (Heg.) forzoso, -a, obligado, -a"
derrigorrean,"forzosamente, a la fuerza"
Derrigorrezko Bigarren Hezkuntza,Educación Secundaria Obligatoria (ESO)
derrigortasun,iz. obligatoriedad; necesidad
derrigortze,1  iz. (Heg.) coacción
desadostasun,iz. desacuerdo
desafio egin,"1 (herr.) desafiar, retar // 2 (herr.) amenazar; insolentarse"
desagerkor,izond. evanescente
desagerpen,1  iz. desaparición // 2  iz. (Ekol.) extinción
"desagerrarazi, desagerraraz, desagerrarazten",du ad. hacer desaparecer
"desagertu, desager, desagertzen",1  da ad. desaparecer // 2  da ad. (Ekol.) extinguirse
desagertze,1  iz. desaparición // 2  iz. (Ekol.) extinción
desarmatze,iz. desarme
desatsegin,desagradable
desazkunde,"iz. decrecimiento [movimiento, ideología]"
desberdin,"1  izond. diferente, distinto, -a; desigual // 2  izond. irregular, desigual // 3  adb. de manera diferente"
desberdinkeria,[desparekotasun soziala] desigualdad
desberdintasun,"1  iz. diferencia, disparidad, heterogeneidad // 2  iz. irregularidad, relieve, desnivel"
desberdintzapen,iz. diferenciación
desbide,iz. extravío
desbideraketa,iz. desviación
desbiderapen,1  iz. desviación // 2  iz. (Mat.) desviación // 3  iz. (Psikol.) desviación
"desbideratu, desbidera, desbideratzen","da/du ad. desviar(se), descaminar(se)"
desbideratze,1  iz. desviación
desdoikuntza,iz. (Teknol.) desajuste
desegile,"izond. que deshace/destruye; destructor, -a"
"desegin, desegin, desegiten","1  du ad. deshacer // 2  du ad. destruir; descomponer, desbaratar, demoler; desmantelar; aniquilar // 3  du ad. [kaltea, hutsa] reparar // 4  du ad. [epaia] anular, revocar // 5  da ad. deshacerse; desvanecerse; disolverse; romperse"
desegite,"1  iz. acción de deshacer; destrucción; aniquilación, aniquilamiento // 2  iz. reparación // 3  iz. anulación"
desegituraketa,iz. desestructuración
desegokikeria,"inconveniencia, inoportunidad; necedad; desacierto"
desegokitasun,"iz. inconveniencia, inoportunidad"
desengainu,iz. desengaño; decepción
desengainu itzela,"tremendo desencanto, decepción"
desenkusa,"iz. (Ipar.) excusa, pretexto"
deseraikigarri,izond. desmontable
deseroso,"izond. incómodo, -a"
deserosotasun,iz. incomodidad
desesperagarri,"izond. desesperante; desesperanzador, -a"
desespero,iz. desesperación
deseuskalduntze,iz. pérdida de la calidad de vascohablante; desvasquización
desgaikuntza,iz. (Zuz.) inhabilitación
desgaitasun,iz. discapacidad
"desgisatu, desgisa, desgisatzen","enmascarar(se) // desfigurar(se), alterar los rasgos"
desgogara,"1  adb. (Ipar.) a disgusto (de), contra la voluntad (de) // 2  iz. disgusto"
desio,deseo
desio izan,desear
desionizagailu,iz. (Kim.) desionizador
desiragarri,"izond. (Ipar.) deseable, apetecible"
desirkunde,deseo
"desitxuratu, desitxura, desitxuratzen","da/du ad. deformar(se), desfigurar(se)"
desjabetze,"iz. expropiación, desapropiación"
deskantsu,"1 iz. descanso // 2 iz. tranquilidad, sosiego // 3 adb. tranquilo, -a"
deskargagailu,iz. (Elektr.) descargador
deskodegailu,"iz. descodificador, -a, decodificador, -a"
deskodeketa,"iz. descodificación, decodificación"
deskonfinamendu,iz. desconfinamiento
deskonposaketa,iz. (Ekol.) (Kim.) descomposición
deskonposakin,iz. producto de descomposición
deskribaezin,indescriptible
deskribapen,iz. descripción
"deskribatu, deskriba, deskribatzen",du ad. describir
deskubrimendu,"iz. descubrimiento, hallazgo"
"deskuidatu, deskuida, deskuidatzen","1  da ad. (herr.) descuidar(se), despistar(se) // 2  da ad. (herr.) confundir(se), equivocar(se)"
desleialkeria,deslealtad
desleialtasun,iz. deslealtad
"desloratu, deslora, desloratzen","du ad. desflorar, desvirgar"
deslotura,iz. desvinculación
desman piriniotar,"iz. (Zool.) desmán de los Pirineos, almizclera, ratón almizclero (Galemys pyrenaicus)"
desmuntagarri,"izond. desmontable, desarmable"
desmuntatze,iz. desmontaje
"desobeditu, desobedi, desobeditzen","du ad. (pertsonei buruz, dio ad.) desobedecer"
desobiratze,iz. exhumación
"desodorizatu, desodoriza, desodorizatzen",du ad. desodorizar
desohoragarri,"izond. deshonroso, -a"
"desohoratu, desohora, desohoratzen",da/du ad. deshonrar(se)
desohore,"iz. deshonor, deshonra"
desohore egin,deshonrar
desohore izan,"da ad. ser deshonroso, deshonrar"
desohorezko,"izond. deshonroso, -a"
"desoinordetu, desoinorde, desoinordetzen",du ad. (Zuz.) desheredar
desondragarri,"izond. (Heg.) deshonroso, -a"
"desondratu, desondra(tu), desondratzen","du ad. (Heg.) deshonrar, afrentar, infamar"
desordena,iz. desorden
"desordenatu, desordena(tu), desordenatzen",du ad. desordenar
desordu,"iz. deshora, hora intempestiva"
desoreka,"desequilibrio, descompensación"
"desorekatu, desoreka(tu), desorekatzen","da/du ad. desequilibrar(se), descompensar(se)"
"desorientatu, desorienta, desorientatzen","da ad. desorientar, perder la orientación"
desorientazio,iz. desorientación
desparekotasun,iz. [berdintasunik eza] desigualdad
desplazamendu,"1 iz. desplazamiento // 2 iz. (Fis.) (Itsas.) desplazamiento // 3 iz. (Inform.) desplazamiento, decalaje"
destaina egin,desdeñar
destilagailu,iz. destilador
destilategi,destilería
"destilatu, destila, destilatzen",du ad. destilar
desugerketa,iz. (Teknol.) decapado
detaile,"iz. detalle [muestra de cortesía, de atención]"
detailezale,izond. detallista [que tiene detalles con la gente]
detektagailu,iz. detector
detektagarri,"izond. detectable, perceptible"
detonagailu,iz. detonador
detonazioaren kontrako gehigarri,(Autom.) (aditivo) antidetonante
detxema egin,(Ipar.) pagar el diezmo
deuntasun,iz. santidad
deuseztagarri,izond. anulable
deuseztapen,"1  iz. destrucción, aniquilación, aniquilamiento // 2  iz. anulación, cancelación, disolución"
deuseztasun,iz. nulidad
"deuseztatu, deusezta, deuseztatzen","1  da/du ad. aniquilar, destruir // 2  da/du ad. anular, inutilizar; deshacer"
deusgabe,izond. (Ipar.) pobre; indigente
deusgai,"izond. (Ipar.) (ezezko testuinguruetan soilik) (zah.) apto, -a; útil, capaz"
deusgutxitasun,iz. insignificancia
diagnostikoa garbia,diagnóstico claro
diametroerdi,iz. (Mat.) semidiámetro
dibertigarri,"izond. divertido, -a"
dibertimendu,"iz. diversión, divertimento"
diferentzia egin,cambiar
diferentziagarri,izond. (Mat.) diferenciable
digeriezin,(Med.) indigerible
digerigarri,"adj. digestible, digerible"
digerigarritasun,iz. (Med.) digestibilidad
digestio-hodi,(Anat.) tubo digestivo
digestioa egin,"digerir, hacer la digestión"
digitopuntura,iz. (Med.) digitopuntura
diharudun,"adj./iz. (Z) adinerado, -a; rico, -a"
diktadura,"1 iz. (Pol.) dictadura // 2 iz. autoritarismo, despotismo"
diktaketa,iz. (Hezk.) (Mus.) dictado
diktamen,Ik. irizpen
diktioptero,"iz./izond. (Zool.) dictióptero, -a"
dilinda,"1  iz. (Ipar.) duda, vacilación // 2  izond. (Ipar.) dudoso, -a; vacilante // 3  adb. (Ipar.) colgando; balanceándose"
dimentsionamendu,iz. dimensionamiento
dimentsionatze, iz. dimensionamiento
dimero,"izond. (Biol.) (Kim.) dímero, -a"
dinamikotasun,iz. dinamismo
dinosauro,dinosaurio
dio,dice
diosal,iz. saludo
diosala egin,saludar
"diotenez,",según dicen
diozu,dices
diplomadun,"adj./iz. diplomado, -a"
diplomatura,iz. diplomatura
diplomaziaburu,"jefe, -a de la diplomacia"
diplomazialari,"iz. diplomático, -a [persona]"
diptero,"iz./izond. (Zool.) díptero, -a"
diputatugai,iz. candidato a diputado; candidata a diputada
dir-dir egin,brillar
dirdaitsu,"izond. brillante, reluciente; sobresaliente, esplendoroso, -a"
dirdira egin,brillar
dirdiratsu,izond. brillante
diru faltsu,moneda falsa
diru handi,moneda o billete de valor alto
diru-ateratze,(Fin.) reintegro
diru-bilketa,recaudación
diru-itzultze,"reembolso, rembolso"
diru-pilaketa,(Ekon.) atesoramiento
diru-sartze,(Fin.) imposición
diru-zuriketa,lavado de dinero; blanqueo de dinero
dirua egin,"enriquecerse, hacer fortuna"
dirualde,iz. gran cantidad de dinero
dirualdi,iz. periodo en el que hay dinero
dirubide,iz. actividad o materia que produce dinero; negocio
dirudi,parece
dirudienez,según parece
dirudun,"adj./iz. rico, -a; adinerado, -a; caudaloso, -a, acaudalado, -a"
diruketa,"iz. (Ipar.) dineral, montón de dinero"
dirukoi,"izond. avaro, -a"
dirulari,"1 iz. cambista // 2 izond. codicioso, -a"
dirumin,"iz. avaricia, codicia"
dirutsu,"izond. rico, -a; adinerado, -a; caudaloso, -a, acaudalado, -a"
diruzain,"iz. (Kont.) tesorero, -a"
diruzale,"izond. codicioso, -a; avaricioso, -a"
diruzalekeria,"codicia, avaricia"
diruzaletasun,"iz. codicia, avaricia"
diseinugile,"iz. diseñador, -a"
disekzioa egin,(Biol.) (Med.) diseccionar
disfrutatu,du ad. disfrutar
disko-jaurtiketa,(Kir.) lanzamiento de disco
disko-jogailu,tocadiscos
diskogintza,"iz. discografía [técnica, industria]"
disolbaezin,"(Kim.) insoluble, indisoluble"
disolbaezintasun,"iz. (Kim.) insolubilidad, indisolubilidad"
disolbagaitz,"izond. (Kim.) insoluble, indisoluble"
disolbagarri,"izond. (Kim.) soluble, disoluble"
disolbagarritasun,iz. (Kim.) solubilidad
distantziakide,izond. equidistante
distantziakidetasun,iz. (Mat.) equidistancia
distira,"brillo, resplandor"
distira egin,"brillar, resplandecer"
distiragailu,"iz. (Teknol.) bruñidor, -a"
distiragarri,izond. brillante
distirakor,izond. brillante
distiratsu,brillante
ditxadun,"adj. dichoso, -a"
ditxolari,"iz. (Ipar.) persona que tiene salidas ocurrentes, normalmente rimadas"
ditxosozko,"dichoso, -a, de marras"
diz-diz egin,brillar
diziplina,"1  iz. disciplina // 2  iz. disciplina, azote // 3  iz. [irakasgaia; jakintza-alorra] disciplina, asignatura, materia"
diziplina jarri/ezarri,"disciplinar, hacer guardar la disciplina"
diziplinartekotasun,iz. interdisciplinariedad
"diziplinatu, diziplina(tu), diziplinatzen","du ad. disciplinar, azotar con disciplinas"
doakotasun,iz. gratuidad
dobera,Ik. tobera
dogmakeria,dogmatismo
dohaingaitz,iz. desgracia
dohaingile,"iz./izond. (Ipar.) bienhechor, -a"
dohakabe,desgraciado
dohakabeki,adb. desgraciadamente
dohakabero,adb. desgraciadamente
dohakabetasun,"iz. desgracia, desdicha, infortunio"
dohakaitz,"iz. (Ipar.) desdicha, desgracia"
dohatasun,"iz. (Erl.) dicha, felicidad; bienaventuranza; beatitud, gloria"
dohatsu,"1 izond. feliz, dichoso, -a; bienaventurado, -a // 2 iz. (Erl.) beato, -a"
dohatsutasun,1  iz. (Erl.) felicidad; bienaventuranza // 2  iz. (Erl.) beatitud
doi-doi(a),"1 (Ipar.) a duras penas, justamente, por poco, milagrosamente // 2 (Ipar.) recientemente, hace un momento // 3 (Ipar.) justamente, exactamente; en punto // 4 (Ipar.) en el momento de, nada más // 5 (Ipar.) poco a poco"
"doietsi, doiets, doiesten",du ad. justipreciar
doigarri,izond. ajustable; regulable
doikuntza,"1  iz. (Mat.) ajuste // 2  iz. (Teknol.) reglaje, ajuste"
doilorkeria,"canallada, ruindad, vileza, villanía, bribonería, mezquindad; perversidad"
doilorkume,"izond. hijo de mala madre; ruin, villano"
doilortasun,"iz. ruindad, vileza, bellaquería"
doinu,"1  iz. melodía, música // 2  iz. tono, entonación, acento"
doinuera,iz. (Hizkl.) entonación
doinupean,al son de
doitasun,1  iz. precisión; exactitud // 2  iz. (Mat.) precisión
doitasunezko zorrozketa,(Teknol.) afilado de precisión
doitze,iz. ajuste
doktoregai,"iz. doctorando, -a"
doktoretza,iz. doctorado
doktrinamendu,iz. adoctrinamiento
dolamen,"iz. (Ipar.) lamento, gemido"
dolmen,iz. dolmen
doloretsu,"izond. doloroso, -a"
dolu,"pesar, dolor; arrepentimiento // luto, duelo"
dolu egin,"dar pena, apenar // tener compasión, compadecer"
dolugarri,izond. (Ipar.) digno de compasión
dolukor,izond. propenso al arrepentimiento
dolumin,"1  iz. dolor, pesar // 2  iz. (batez ere pl.) pésame, condolencia"
domingotar,"adj./iz. dominico, -a"
doministiku egin,estornudar
domukeria,(gutxiesgarria) capitalismo
donabera,"lamentación, gemido"
donadotasun,iz. soltería [del varón]
"donetsi, donets, donesten","1  du ad. bendecir, juzgar bendito, -a // 2  du ad. bendecir, consagrar"
dongaro,"1 adb. (B) mal, malvadamente // 2 iz. (B) mala acción, mala palabra"
dontsu,"1 izond. (B) feliz, dichoso, -a // 2 izond. (B) de marras; dichoso, -a (utilizado en sentido peyorativo)"
dontsutasun,"iz. (B) dicha, felicidad"
dontzeilatasun,iz. virginidad
dopaketa,iz. (Elektron.) dopado
dorpetasun,"1  iz. (Ipar.) rudeza, dureza // 2  iz. (Ipar.) acción dura/cruel"
dorpezia,torpeza
dorreak egin,soñar
dosifikagailu,iz. dosificador
dotezale,iz./izond. cazafortunas; cazadotes
dotore,elegante
dotoretasun,iz. elegancia
"dotoretu, dotore(tu), dotoretzen",da/du ad. poner(se) elegante; engalanar(se)
dozena-erdi,media docena
dragatze,iz. dragado
drainatze,1  iz. drenaje
dramagile,"iz. dramaturgo, -a; autor dramático"
dramagintza,iz. dramática
droga kontu,asunto de droga
droga-mendekotasun,drogodependencia; drogadicción
drogazale,"iz./izond. drogadicto, -a; drogodependiente"
drogazaletasun,iz. drogadicción
drolekeria,"broma, chanza"
dualtasun,iz. dualidad
duda egin,dudar
duda-muda,"iz. duda, vacilación, incertidumbre"
duda-muda(ta)n,"dudando, con dudas"
duda(rik) gabe,"sin duda, sin lugar a duda(s); seguro"
dudagabe,"izond. indudable, cierto, -a; seguro, -a"
dudagarri,"izond. dudoso, -a; incierto, -a"
dudaldi,iz. momento de indecisión
dudatsu,"izond. vacilante, inseguro, -a; dudoso, -a"
"dudatu, duda(tu), dudatzen","du ad. dudar, vacilar"
duela asko; duela aspaldi,"hace mucho, hace tiempo, hace mucho tiempo"
Duero,Duero
duineztasun,iz. (zah.) indignidad
duintasun,iz. dignidad
dultzainero,"iz. (Mus.) dulzainero, -a, gaitero, -a"
dunbots,"iz. ruido, estruendo"
durdo handi,(Zool.) maragota (Labrus bergylta)
durduzadura,"iz. (Ipar.) estupor, turbación"
durduzagarri,"izond. (Ipar.) desconcertante, turbador, -a"
duro-erdi,"moneda de medio duro o de 2,50 pesetas"
durundi,"iz. (B) estruendo; resonancia, eco"
durundi egin,"resonar, retumbar"
durunditsu,"izond. ruidoso, -a, estruendoso, -a; resonante"
dutxa-itxitura,mampara de baño
dutzulokeria,majadería
ea hiltzen den behingoz,a ver si se muere de una vez
ebakera,"1  iz. corte, acción de cortar; forma de cortar // 2  iz. (Hizkl.) pronunciación, dicción"
ebaketa,1  iz. [ekintza] corte // 2  iz. (Mat.) [eragiketa] intersección // 3  iz. (Teknol.) corte
ebaki,"1  iz. corte, herida // 2  iz. cesura // 3  iz. (Med.) incisión"
ebaki eta itsatsi,(Inform.) cortar y pegar
"ebaki, ebaki, ebakitzen","1  du ad. cortar; recortar // 4  du ad. (hed.) partir, romper, quebrar; cortar, cercena // 5  du ad. (Hizkl.) pronunciar"
ebakialdi,iz. corte [acción]
ebakidura,"1  iz. corte, cortada, incisión // 3  iz. (Mat.) [ondorioa] intersección"
ebakiezin,"impronunciable, difícil de pronunciar"
ebakigailu,iz. (Elektr.) seccionador
ebakigaitz,izond. difícil de pronunciar; impronunciable
ebakigarri,1  izond. seccionable 2  izond. (Hizkl.) pronunciable 3  iz./izond. recortable
ebakin,iz. cortadura; recorte
ebakiondo,iz. cicatriz
ebakipuntu,iz. (Mat.) (punto de) intersección; punto de corte
ebakita egon,"estar roto, -a de cansancio"
ebakitza,iz. (Ipar.) circuncisión
ebakitzaile,"1  iz./izond. cortador, -a, cortante; segador, -a"
ebakortz,iz. (Anat.) incisivo
"ebakuatu, ebakua, ebakuatzen",du ad. evacuar
ebakuntza,"iz. (Med.) operación, intervención quirúrgica"
ebaluaketa,Ik. ebaluazio
ebanjelari,iz. (Erl.) evangelista
ebasgo,"iz. (GN/Ipar.) robo, hurto"
